id,pop,ocean
GE-IF004,IF,Indian
GE-IF005,IF,Indian
GE-IF006,IF,Indian
GE-IF007,IF,Indian
GE-IF008,IF,Indian
GE-IF009,IF,Indian
GE-IF010,IF,Indian
GE-IF011,IF,Indian
GE-IF012,IF,Indian
GE-IF013,IF,Indian
GE-IF014,IF,Indian
GE-IF015,IF,Indian
GE-IF016,IF,Indian
GE-IF017,IF,Indian
GE-IF018,IF,Indian
GE-IF019,IF,Indian
GE-IF020,IF,Indian
GE-IF021,IF,Indian
GE-IF022,IF,Indian
GE-IF023,IF,Indian
GE-IF024,IF,Indian
GE-IF025,IF,Indian
GE-IF026,IF,Indian
GE-IF027,IF,Indian
GE-IF028,IF,Indian
GE-IF029,IF,Indian
GE-IF030,IF,Indian
GE-IF031,IF,Indian
GE-IF032,IF,Indian
GE-IF033,IF,Indian
GE-IF034,IF,Indian
GE-IF035,IF,Indian
GE-IF036,IF,Indian
GE-IF037,IF,Indian
GE-IF038,IF,Indian
GE-IF039,IF,Indian
GE-IF040,IF,Indian
GE-IF041,IF,Indian
GE-SA001,SA,Indian
GE-SA002,SA,Indian
GE-SA003,SA,Indian
GE-SA004,SA,Indian
GE-SA005,SA,Indian
GE-SA006,SA,Indian
GE-SA007,SA,Indian
GE-SA008,SA,Indian
GE-SA009,SA,Indian
GE-SA010,SA,Indian
GE-SA012,SA,Indian
GE-SA013,SA,Indian
GE-SA014,SA,Indian
GE-SA015,SA,Indian
GE-SA016,SA,Indian
GE-SA017,SA,Indian
GE-SA018,SA,Indian
GE-SA019,SA,Indian
GE-SA020,SA,Indian
GE-SA021,SA,Indian
GE-SA022,SA,Indian
GE-SA023,SA,Indian
GE-SA024,SA,Indian
GE-SA025,SA,Indian
GE-SA026,SA,Indian
GE-SA027,SA,Indian
GE-SA028,SA,Indian
GE-SA029,SA,Indian
GE-SA030,SA,Indian
GE-SA031,SA,Indian
GE-SA032,SA,Indian
GE-SA033,SA,Indian
GE-SA034,SA,Indian
GE-SA035,SA,Indian
GE-SA036,SA,Indian
GE-SA037,SA,Indian
GE-SA038,SA,Indian
GE-SA039,SA,Indian
GE-SA040,SA,Indian
GE-SA041,SA,Indian
GE-SA042,SA,Indian
GE-SA043,SA,Indian
GE-SA044,SA,Indian
GE-SA045,SA,Indian
GE-SA046,SA,Indian
GE-SA047,SA,Indian
GE-SA048,SA,Indian
GE-SA049,SA,Indian
GE-SA051,SA,Indian
GE-SA052,SA,Indian
GE-SA053,SA,Indian
GE-SA054,SA,Indian
GE-SA055,SA,Indian
GE-SA056,SA,Indian
GE-SA057,SA,Indian
GE-SA058,SA,Indian
GE-SA059,SA,Indian
GE-SA060,SA,Indian
GE-SA061,SA,Indian
GE-SA062,SA,Indian
GE-SA063,SA,Indian
GE-SA064,SA,Indian
GE-SA065,SA,Indian
GE-SA066,SA,Indian
GE-SA067,SA,Indian
GE-SA068,SA,Indian
GE-SA069,SA,Indian
GE-SA070,SA,Indian
GE-SA071,SA,Indian
GE-SA072,SA,Indian
GE-SA073,SA,Indian
GE-SA074,SA,Indian
GE-SA075,SA,Indian
GE-SA076,SA,Indian
GE-SA077,SA,Indian
GE-SA078,SA,Indian
GE-SA079,SA,Indian
GE-SA080,SA,Indian
GE-SA081,SA,Indian
GE-SA082,SA,Indian
GE-SA083,SA,Indian
GE-SA084,SA,Indian
GE-SA086,SA,Indian
GE-SA087,SA,Indian
GE-SA088,SA,Indian
GE-SA089,SA,Indian
GE-SA090,SA,Indian
GE-SA091,SA,Indian
GE-SA092,SA,Indian
GE-SA093,SA,Indian
GE-SA094,SA,Indian
GE-SA095,SA,Indian
GE-SA097,SA,Indian
GE-SA098,SA,Indian
GE-SA099,SA,Indian
GE-SA101,SA,Indian
GE-SA102,SA,Indian
GE-SA103,SA,Indian
GE-SA104,SA,Indian
GE-SA105,SA,Indian
GE-SA106,SA,Indian
GE-SA107,SA,Indian
GE-SA108,SA,Indian
GE-SA109,SA,Indian
GE-SA110,SA,Indian
GE-SA111,SA,Indian
GE-SA112,SA,Indian
GE-SA113,SA,Indian
GE-SA114,SA,Indian
GE-SA115,SA,Indian
GE-SA116,SA,Indian
GE-SA117,SA,Indian
GE-SA118,SA,Indian
GE-SA126,SA,Indian
GE-SA127,SA,Indian
GE-SA128,SA,Indian
GE-SA129,SA,Indian
GE-SA130,SA,Indian
GE-SB001,SA,Indian
GE-SB002,SA,Indian
GE-SB003,SA,Indian
GE-SB004,SA,Indian
GE-SB005,SA,Indian
GE-SB006,SA,Indian
GE-SB007,SA,Indian
GE-SB008,SA,Indian
GE-SB009,SA,Indian
GE-SB010,SA,Indian
GE-SB011,SA,Indian
GE-SB012,SA,Indian
GE-SB013,SA,Indian
GE-SB014,SA,Indian
GE-SB015,SA,Indian
GE-SB016,SA,Indian
GE-SB017,SA,Indian
GE-SB018,SA,Indian
GE-SB019,SA,Indian
GE-SB020,SA,Indian
GE-SB021,SA,Indian
GE-SB022,SA,Indian
GE-SB023,SA,Indian
GE-SB024,SA,Indian
GE-SB025,SA,Indian
GE-SB026,SA,Indian
GE-SB027,SA,Indian
GE-SB028,SA,Indian
GE-SB029,SA,Indian
GE-SB030,SA,Indian
GE-SB031,SA,Indian
GE-SB032,SA,Indian
GE-SB033,SA,Indian
GE-SB034,SA,Indian
GE-SB035,SA,Indian
GE-SB036,SA,Indian
GE-SB037,SA,Indian
GE-SB038,SA,Indian
GE-SB039,SA,Indian
GE-SB040,SA,Indian
GE-SB041,SA,Indian
GE-SB042,SA,Indian
GE-SB043,SA,Indian
GE-SB044,SA,Indian
GE-SB045,SA,Indian
GE-SB046,SA,Indian
GE-SB047,SA,Indian
GE-SB048,SA,Indian
GE-SB049,SA,Indian
GE-SB050,SA,Indian
GE-SB051,SA,Indian
GE-SB052,SA,Indian
GE-SB053,SA,Indian
GE-SB054,SA,Indian
GE-SB055,SA,Indian
GE-SB056,SA,Indian
GE-SB057,SA,Indian
GE-SB058,SA,Indian
GE-SB059,SA,Indian
GE-SB060,SA,Indian
GE-SB061,SA,Indian
GE-SB062,SA,Indian
GE-SB063,SA,Indian
GE-SB064,SA,Indian
GE-SB065,SA,Indian
GE-SB066,SA,Indian
GE-SB067,SA,Indian
GE-SB068,SA,Indian
GE-SB069,SA,Indian
GE-SB070,SA,Indian
GE-SB071,SA,Indian
GE-SB072,SA,Indian
GE-SB073,SA,Indian
GE-SB074,SA,Indian
GE-SB075,SA,Indian
GE-SB076,SA,Indian
GE-SB077,SA,Indian
GE-SB078,SA,Indian
GE-SB079,SA,Indian
GE-SB080,SA,Indian
GE-SB081,SA,Indian
GE-SB082,SA,Indian
GE-SB083,SA,Indian
GE-SB084,SA,Indian
GE-SB085,SA,Indian
GE-SB086,SA,Indian
GE-SB087,SA,Indian
GE-SB088,SA,Indian
GE-SB089,SA,Indian
GE-SB090,SA,Indian
GE-SW704,SW,Indian
GE-SW707,SW,Indian
GE-SW708,SW,Indian
GE-SW737,SW,Indian
GE-SW742,SW,Indian
GE-SW744,SW,Indian
GE-SW745,SW,Indian
GE-SW749,SW,Indian
GE-SW751,SW,Indian
GE-SW752,SW,Indian
GE-SW754,SW,Indian
GE-SW755,SW,Indian
GE-SW756,SW,Indian
GE-SW757,SW,Indian
GE-SW760,SW,Indian
GE-SW765,SW,Indian
GE-SW769,SW,Indian
GE-SW778,SW,Indian
GE-SW786,SW,Indian
GE-SW787,SW,Indian
GE-TB002,TB,Indian
GE-TB003,TB,Indian
GE-TB004,TB,Indian
GE-TB005,TB,Indian
GE-TB006,TB,Indian
GE-TB007,TB,Indian
GE-TB008,TB,Indian
GE-TB009,TB,Indian
GE-TB010,TB,Indian
GE-TB011,TB,Indian
GE-TB012,TB,Indian
GE-TB013,TB,Indian
GE-TB014,TB,Indian
GE-TB015,TB,Indian
GE-TB016,TB,Indian
GE-TB029,TB,Indian
GE-TB030,TB,Indian
GE-TB031,TB,Indian
GE-TB032,TB,Indian
GE-TB033,TB,Indian
GE-TB034,TB,Indian
GE-TB035,TB,Indian
GE-TB037,TB,Indian
GE-TB038,TB,Indian
GE-TB039,TB,Indian
GE-TB040,TB,Indian
GE-TB041,TB,Indian
GE-TB042,TB,Indian
GE-TB043,TB,Indian
GE-TB044,TB,Indian
GE-TB045,TB,Indian
GE-TB046,TB,Indian
GE-TB047,TB,Indian
GE-TB048,TB,Indian
GE-TB049,TB,Indian
GE-TB050,TB,Indian
GE-TB051,TB,Indian
GE-TD002,TD,Indian
GE-TD005,TD,Indian
GE-TD006,TD,Indian
GE-TD008,TD,Indian
GE-TD009,TD,Indian
GE-TD010,TD,Indian
GE-TD012,TD,Indian
GE-TD013,TD,Indian
GE-TD014,TD,Indian
GE-TD015,TD,Indian
GE-TD016,TD,Indian
GE-TD017,TD,Indian
GE-TD018,TD,Indian
GE-TD019,TD,Indian
GE-TD020,TD,Indian
GE-TD021,TD,Indian
GE-TD022,TD,Indian
GE-TD026,TD,Indian
GE-TD027,TD,Indian
GE-TD028,TD,Indian
GE-TD029,TD,Indian
GE-TD030,TD,Indian
GE-TD031,TD,Indian
GE-TD034,TD,Indian
GE-TD035,TD,Indian
GE-TD038,TD,Indian
GE-TD042,TD,Indian
GE-TD043,TD,Indian
GE-TD044,TD,Indian
GE-TD045,TD,Indian
GE-TD046,TD,Indian
GE-TD047,TD,Indian
GE-TD050,TD,Indian
GE-TD051,TD,Indian
GE-TD052,TD,Indian
GE-TD053,TD,Indian
GE-TD054,TD,Indian
GE-TD055,TD,Indian
GE-TD057,TD,Indian
GE-TD058,TD,Indian
GE-TD061,TD,Indian
GE-TD062,TD,Indian
GE-TD063,TD,Indian
GE-TD066,TD,Indian
GE-TD067,TD,Indian
GE-TD068,TD,Indian
GE-TD069,TD,Indian
GE-TD070,TD,Indian
GE-TD071,TD,Indian
GE-TD072,TD,Indian
GE-TD073,TD,Indian
GE-TD074,TD,Indian
GE-TD075,TD,Indian
GE-TD076,TD,Indian
GE-TD077,TD,Indian
GE-TD078,TD,Indian
GE-TD079,TD,Indian
GE-TD080,TD,Indian
GE-TD081,TD,Indian
GE-TD082,TD,Indian
GE-TD083,TD,Indian
GE-TD084,TD,Indian
GE-TD085,TD,Indian
GE-TD086,TD,Indian
GE-TD087,TD,Indian
GE-TD088,TD,Indian
GE-TD090,TD,Indian
GE-TD091,TD,Indian
GE-TD093,TD,Indian
GE-TD094,TD,Indian
GE-TD095,TD,Indian
GE-TD097,TD,Indian
GE-TE001,SA,Indian
GE-TE002,SA,Indian
GE-TE003,SA,Indian
GE-TE004,SA,Indian
GE-TE005,SA,Indian
GE-TE006,SA,Indian
GE-TE007,SA,Indian
GE-TE008,SA,Indian
GE-TE009,SA,Indian
GE-TE010,SA,Indian
GE-TE011,SA,Indian
GE-TE012,SA,Indian
GE-TE013,SA,Indian
GE-TE014,SA,Indian
GE-TE015,SA,Indian
GE-TE016,SA,Indian
GE-TE017,SA,Indian
GE-TE018,SA,Indian
GE-TE019,SA,Indian
GE-TE020,SA,Indian
GE-TE021,SA,Indian
GE-TE022,SA,Indian
GE-TE023,SA,Indian
GE-TE024,SA,Indian
GE-TE025,SA,Indian
GE-TE027,SA,Indian
GE-TE028,SA,Indian
GE-TE029,SA,Indian
GE-TE030,SA,Indian
GE-TE031,SA,Indian
GE-TE032,SA,Indian
GE-TE033,SA,Indian
GE-TE034,SA,Indian
GE-TE035,SA,Indian
GE-TE036,SA,Indian
GE-TE037,SA,Indian
GE-TE038,SA,Indian
GE-TE039,SA,Indian
GE-TE040,SA,Indian
GE-TE041,SA,Indian
GE-TE042,SA,Indian
GE-TE043,SA,Indian
GE-TE044,SA,Indian
GE-TE045,SA,Indian
GE-TE046,SA,Indian
GE-TE047,SA,Indian
GE-TE048,SA,Indian
GE-TE049,SA,Indian
GE-TE050,SA,Indian
GE-TE051,SA,Indian
GE-TE052,SA,Indian
GE-TE053,SA,Indian
GE-TE055,SA,Indian
GE-TE056,SA,Indian
GE-TE057,SA,Indian
GE-TE058,SA,Indian
GE-TE060,SA,Indian
GE-TE061,SA,Indian
GE-TE062,SA,Indian
GE-TE064,SA,Indian
GE-TE065,SA,Indian
GE-TE066,SA,Indian
GE-TE075,SA,Indian
GE-TF002,TF,Indian
GE-TF003,TF,Indian
GE-TF004,TF,Indian
GE-TF007,TF,Indian
GE-TF008,TF,Indian
GE-TF009,TF,Indian
GE-TF010,TF,Indian
GE-TF011,TF,Indian
GE-TF012,TF,Indian
GE-TF014,TF,Indian
GE-TF015,TF,Indian
GE-TF016,TF,Indian
GE-TF017,TF,Indian
GE-TF018,TF,Indian
GE-TF019,TF,Indian
GE-TF020,TF,Indian
GE-TF021,TF,Indian
GE-TF022,TF,Indian
GE-TF024,TF,Indian
GE-TF025,TF,Indian
GE-TF026,TF,Indian
GE-TF027,TF,Indian
GE-TF028,TF,Indian
GE-TF029,TF,Indian
GE-TF030,TF,Indian
GE-TF031,TF,Indian
GE-TF032,TF,Indian
GE-TF033,TF,Indian
GE-TF034,TF,Indian
GE-TF035,TF,Indian
GE-TF036,TF,Indian
GE-TF038,TF,Indian
GE-TF039,TF,Indian
GE-TF040,TF,Indian
GE-TF041,TF,Indian
GE-TF042,TF,Indian
GE-TF043,TF,Indian
GE-TF044,TF,Indian
GE-TF046,TF,Indian
GE-TF047,TF,Indian
GE-TF048,TF,Indian
GE-TF049,TF,Indian
GE-TF050,TF,Indian
GE-TF051,TF,Indian
GE-TF052,TF,Indian
GE-TF053,TF,Indian
GE-TF055,TF,Indian
GE-TF056,TF,Indian
GE-TF058,TF,Indian
GE-TF059,TF,Indian
GE-TF060,TF,Indian
GE-TF061,TF,Indian
GE-TF062,TF,Indian
GE-TF063,TF,Indian
GE-TF064,TF,Indian
GE-TF065,TF,Indian
GE-TF066,TF,Indian
GE-TF067,TF,Indian
GE-TF068,TF,Indian
GE-TF069,TF,Indian
GE-TF070,TF,Indian
GE-TF071,TF,Indian
GE-TF072,TF,Indian
GE-TF073,TF,Indian
GE-TF074,TF,Indian
GE-TF075,TF,Indian
GE-TF076,TF,Indian
GE-TF077,TF,Indian
GE-TF078,TF,Indian
GE-TF079,TF,Indian
GE-TF080,TF,Indian
GE-TF081,TF,Indian
GE-TF082,TF,Indian
GE-TF083,TF,Indian
GE-TF084,TF,Indian
GE-TF085,TF,Indian
GE-TF086,TF,Indian
GE-TF087,TF,Indian
GE-TF088,TF,Indian
GE-TF089,TF,Indian
GE-TF090,TF,Indian
GE-TF091,TF,Indian
GE-TF092,TF,Indian
GE-TF093,TF,Indian
GE-TF094,TF,Indian
GE-TF095,TF,Indian
GE-TF096,TF,Indian
GE-TF097,TF,Indian
GE-TF098,TF,Indian
GE-TF099,TF,Indian
GE-TF100,TF,Indian
GE-TF101,TF,Indian
GE-TF102,TF,Indian
GE-TF103,TF,Indian
GE-TF104,TF,Indian
GE-TF105,TF,Indian
GE-TF106,TF,Indian
GE-TF107,TF,Indian
GE-XA002,XA,Indian
GE-XA003,XA,Indian
GE-XA004,XA,Indian
GE-XA005,XA,Indian
GE-XA006,XA,Indian
GE-XA007,XA,Indian
GE-XA008,XA,Indian
GE-XA009,XA,Indian
GE-XA010,XA,Indian
GE-XA011,XA,Indian
GE-XA012,XA,Indian
GE-XA014,XA,Indian
GE-XA015,XA,Indian
GE-XA016,XA,Indian
GE-XA017,XA,Indian
GE-XA018,XA,Indian
GE-XA019,XA,Indian
GE-XA020,XA,Indian
GE-XA021,XA,Indian
GE-XA022,XA,Indian
GE-XA024,XA,Indian
GE-XA026,XA,Indian
GE-XA027,XA,Indian
GE-XA028,XA,Indian
GE-XA029,XA,Indian
GE-XA030,XA,Indian
GE-XA031,XA,Indian
GE-XA033,XA,Indian
GE-XA034,XA,Indian
GE-XA035,XA,Indian
GE-XA036,XA,Indian
GE-XA037,XA,Indian
GE-XA038,XA,Indian
GE-XA039,XA,Indian
GE-XA040,XA,Indian
GE-XA041,XA,Indian
GE-XA042,XA,Indian
GE-XA043,XA,Indian
GE-XA044,XA,Indian
GE-XA045,XA,Indian
GE-XA046,XA,Indian
GE-XA047,XA,Indian
GE-XA048,XA,Indian
GE-XA049,XA,Indian
GE-XA050,XA,Indian
GE-XA051,XA,Indian
GE-XA052,XA,Indian
GE-XA053,XA,Indian
GE-XA054,XA,Indian
GE-XA055,XA,Indian
GE-XA056,XA,Indian
GE-XA057,XA,Indian
GE-XA058,XA,Indian
GE-XA059,XA,Indian
GE-XA060,XA,Indian
GE-XA061,XA,Indian
GE-XA062,XA,Indian
GE-XA063,XA,Indian
GE-XA064,XA,Indian
GE-XA066,XA,Indian
GE-XA067,XA,Indian
GE-XA068,XA,Indian
GE-XA069,XA,Indian
GE-XA070,XA,Indian
GE-XA071,XA,Indian
GE-XA072,XA,Indian
GE-XA073,XA,Indian
GE-XA074,XA,Indian
GE-XA075,XA,Indian
GE-XA076,XA,Indian
GE-XA077,XA,Indian
GE-XA078,XA,Indian
GE-XA080,XA,Indian
GE-XA081,XA,Indian
GE-XA082,XA,Indian
GE-XA083,XA,Indian
GE-XA084,XA,Indian
GE-XA085,XA,Indian
GE-XA086,XA,Indian
GE-XA087,XA,Indian
GE-XA088,XA,Indian
GE-XA089,XA,Indian
GE-XA090,XA,Indian
GE-XA091,XA,Indian
GE-XA092,XA,Indian
GE-XA093,XA,Indian
GE-XA094,XA,Indian
GE-XA095,XA,Indian
GE-XA096,XA,Indian
GE-XA097,XA,Indian
GE-XA098,XA,Indian
GE-XA099,XA,Indian
GE-XA100,XA,Indian
GE-XA101,XA,Indian
GE-XA102,XA,Indian
GE-XA103,XA,Indian
GE-XA104,XA,Indian
GE-XA105,XA,Indian
GE-XA106,XA,Indian
GE-XA107,XA,Indian
GE-XA108,XA,Indian
GE-XA109,XA,Indian
GE-XA110,XA,Indian
GE-XA111,XA,Indian
GE-XA112,XA,Indian
GE-XA113,XA,Indian
GE-XA114,XA,Indian
GE-XA115,XA,Indian
GE-XA116,XA,Indian
GE-XA117,XA,Indian
GE-XA118,XA,Indian
GE-XA119,XA,Indian
GE-XA120,XA,Indian
GE-XA121,XA,Indian
GE-XA122,XA,Indian
GE-XA123,XA,Indian
GE-XA124,XA,Indian
GE-XA125,XA,Indian
GE-XA126,XA,Indian
GE-XA127,XA,Indian
GE-XA128,XA,Indian
GE-XA129,XA,Indian
GE-XA130,XA,Indian
GE-XA131,XA,Indian
GE-XA132,XA,Indian
GE-XA134,XA,Indian
GE-XA135,XA,Indian
GE-XA136,XA,Indian
GE-XA137,XA,Indian
GE-XA138,XA,Indian
GE-XA139,XA,Indian
GE-XA140,XA,Indian
GE-XA141,XA,Indian
GE-XA142,XA,Indian
GE-XA143,XA,Indian
GE-XA144,XA,Indian
GE-XA145,XA,Indian
GE-XA146,XA,Indian
GE-XA147,XA,Indian
GE-XA148,XA,Indian
GE-XA149,XA,Indian
GE-XA150,XA,Indian
GE-XA151,XA,Indian
GE-XA152,XA,Indian
GE-XA153,XA,Indian
GE-XA154,XA,Indian
GE-XA155,XA,Indian
GE-XA156,XA,Indian
GE-XA157,XA,Indian
GE-XA158,XA,Indian
GE-XA159,XA,Indian
GE-XA160,XA,Indian
GE-XA161,XA,Indian
GE-XA162,XA,Indian
GE-XA163,XA,Indian
GE-XA164,XA,Indian
GE-XA165,XA,Indian
GE-XA166,XA,Indian
GE-XA167,XA,Indian
GE-XA168,XA,Indian
GE-XA169,XA,Indian
GE-XA170,XA,Indian
GE-XA171,XA,Indian
GE-XA172,XA,Indian
GE-XA173,XA,Indian
GE-XA174,XA,Indian
GE-XA175,XA,Indian
GE-XA176,XA,Indian
GE-XA177,XA,Indian
GE-XA178,XA,Indian
GE-XA179,XA,Indian
GE-XA180,XA,Indian
GE-XA181,XA,Indian
GE-XA182,XA,Indian
GE-XA183,XA,Indian
GE-XA184,XA,Indian
GE-XA185,XA,Indian
GE-XA186,XA,Indian
GE-XA187,XA,Indian
GE-XA188,XA,Indian
GE-XA189,XA,Indian
GE-XA190,XA,Indian
GE-XA191,XA,Indian
GE-XA192,XA,Indian
GE-XA193,XA,Indian
GE-XA194,XA,Indian
GE-XA195,XA,Indian
GE-XA196,XA,Indian
GE-XA197,XA,Indian
GE-XA198,XA,Indian
GE-XA199,XA,Indian
GE-XA201,XA,Indian
GE-XA202,XA,Indian
GE-XA203,XA,Indian
GE-XA204,XA,Indian
GE-XA205,XA,Indian
GE-XA206,XA,Indian
GE-XA207,XA,Indian
GE-XA208,XA,Indian
GE-XA209,XA,Indian
GE-XA210,XA,Indian
GE-XA211,XA,Indian
GE-XA212,XA,Indian
GE-XA213,XA,Indian
GE-XA214,XA,Indian
GE-XA215,XA,Indian
GE-XA216,XA,Indian
GE-XA217,XA,Indian
GE-XA218,XA,Indian
GE-XA219,XA,Indian
GE-XA220,XA,Indian
GE-XA221,XA,Indian
GE-XA222,XA,Indian
GE-XA223,XA,Indian
GE-XA224,XA,Indian
GE-XA225,XA,Indian
GE-XA226,XA,Indian
GE-XA227,XA,Indian
GE-XA228,XA,Indian
GE-XA229,XA,Indian
GE-XA230,XA,Indian
GE-XA231,XA,Indian
GE-XA232,XA,Indian
GE-XA233,XA,Indian
GE-XA234,XA,Indian
GE-XA235,XA,Indian
GE-XA236,XA,Indian
GE-XA237,XA,Indian
GE-XA238,XA,Indian
GE-XA239,XA,Indian
GE-XA240,XA,Indian
GE-XA241,XA,Indian
GE-XA242,XA,Indian
GE-XA243,XA,Indian
GE-XA244,XA,Indian
GE-XA245,XA,Indian
GE-XA246,XA,Indian
GE-XA247,XA,Indian
GE-XA248,XA,Indian
GE-XA249,XA,Indian
GE-XA250,XA,Indian
GE-XA251,XA,Indian
GE-XA252,XA,Indian
GE-XA253,XA,Indian
GE-XA254,XA,Indian
GE-XA255,XA,Indian
GE-XA256,XA,Indian
GE-XA257,XA,Indian
GE-XA258,XA,Indian
GE-XA259,XA,Indian
GE-XA260,XA,Indian
GE-XA261,XA,Indian
GE-XA262,XA,Indian
GE-XA263,XA,Indian
GE-XA264,XA,Indian
GE-XA265,XA,Indian
GE-XA266,XA,Indian
GE-XA267,XA,Indian
GE-XA268,XA,Indian
GE-XA269,XA,Indian
GE-XA270,XA,Indian
GE-XA271,XA,Indian
GE-XA272,XA,Indian
GE-XA273,XA,Indian
GE-XA274,XA,Indian
GE-XA276,XA,Indian
GE-XA277,XA,Indian
GE-XA278,XA,Indian
GE-XA279,XA,Indian
GE-XA280,XA,Indian
GE-XA281,XA,Indian
GE-XA282,XA,Indian
GE-XA283,XA,Indian
GE-XA284,XA,Indian
GE-XA285,XA,Indian
GE-XA286,XA,Indian
GE-XA287,XA,Indian
GE-XA288,XA,Indian
GE-XA289,XA,Indian
GE-XA290,XA,Indian
GE-XA291,XA,Indian
GE-XA292,XA,Indian
GE-XA293,XA,Indian
GE-XA294,XA,Indian
GE-XA295,XA,Indian
GE-XA296,XA,Indian
GE-XA297,XA,Indian
GE-XB001,XB,Indian
GE-XB002,XB,Indian
GE-XB003,XB,Indian
GE-XB004,XB,Indian
GE-XB005,XB,Indian
GE-XB006,XB,Indian
GE-XB007,XB,Indian
GE-XB008,XB,Indian
GE-XB009,XB,Indian
GE-XB010,XB,Indian
GE-XB011,XB,Indian
GE-XB012,XB,Indian
GE-XB013,XB,Indian
GE-XB014,XB,Indian
GE-XB015,XB,Indian
GE-XB016,XB,Indian
GE-XB017,XB,Indian
GE-XB018,XB,Indian
GE-XB019,XB,Indian
GE-XB020,XB,Indian
GE-XB021,XB,Indian
GE-XB022,XB,Indian
GE-XB023,XB,Indian
GE-XB024,XB,Indian
GE-XB025,XB,Indian
GE-XB026,XB,Indian
GE-XB027,XB,Indian
GE-XB028,XB,Indian
GE-XB029,XB,Indian
GE-XB030,XB,Indian
GE-XB031,XB,Indian
GE-XB032,XB,Indian
GE-XB033,XB,Indian
GE-XB034,XB,Indian
GE-XB035,XB,Indian
GE-XB036,XB,Indian
GE-XB037,XB,Indian
GE-XB038,XB,Indian
GE-XB039,XB,Indian
GE-XB040,XB,Indian
GE-XB041,XB,Indian
GE-XB042,XB,Indian
GE-XB043,XB,Indian
GE-XB044,XB,Indian
GE-XB045,XB,Indian
GE-XB046,XB,Indian
GE-XB047,XB,Indian
GE-XB048,XB,Indian
GE-XB049,XB,Indian
GE-XB050,XB,Indian
GE-XB051,XB,Indian
GE-XB052,XB,Indian
GE-XB053,XB,Indian
GE-XB054,XB,Indian
GE-XB055,XB,Indian
GE-XB056,XB,Indian
GE-XB057,XB,Indian
GE-XB058,XB,Indian
GE-XB059,XB,Indian
GE-XB060,XB,Indian
GE-XB061,XB,Indian
GE-XB062,XB,Indian
GE-XB063,XB,Indian
GE-XB064,XB,Indian
GE-XB065,XB,Indian
GE-XB066,XB,Indian
GE-XB067,XB,Indian
GE-XB068,XB,Indian
GE-XB069,XB,Indian
GE-XB070,XB,Indian
GE-XB071,XB,Indian
GE-XB072,XB,Indian
GE-XB073,XB,Indian
GE-XB074,XB,Indian
GE-XB075,XB,Indian
GE-XB076,XB,Indian
GE-XB077,XB,Indian
GE-XB078,XB,Indian
GE-XB079,XB,Indian
GE-XB080,XB,Indian
GE-XB081,XB,Indian
GE-XB082,XB,Indian
GE-XB084,XB,Indian
GE-XB085,XB,Indian
GE-XB086,XB,Indian
GE-XB087,XB,Indian
GE-XB088,XB,Indian
GE-XB089,XB,Indian
GE-XB090,XB,Indian
GE-XB091,XB,Indian
GE-XB092,XB,Indian
GE-XB093,XB,Indian
GE-XB094,XB,Indian
GE-XB095,XB,Indian
GE-XB096,XB,Indian
GE-XB097,XB,Indian
GE-XB098,XB,Indian
GE-XC001,XC,Indian
GE-XC002,XC,Indian
GE-XC003,XC,Indian
GE-XC004,XC,Indian
GE-XC005,XC,Indian
GE-XC006,XC,Indian
GE-XC007,XC,Indian
GE-XC008,XC,Indian
GE-XC009,XC,Indian
GE-XC010,XC,Indian
GE-XC011,XC,Indian
GE-XC012,XC,Indian
GE-XC013,XC,Indian
GE-XC014,XC,Indian
GE-XC015,XC,Indian
GE-XC016,XC,Indian
GE-XC017,XC,Indian
GE-XC018,XC,Indian
GE-XC019,XC,Indian
GE-XC020,XC,Indian
GE-XC021,XC,Indian
GE-XC022,XC,Indian
GE-XC023,XC,Indian
GE-XC024,XC,Indian
GE-XC025,XC,Indian
GE-XC026,XC,Indian
GE-XC027,XC,Indian
GE-XC028,XC,Indian
GE-XC029,XC,Indian
GE-XC030,XC,Indian
GE-XC031,XC,Indian
GE-XC032,XC,Indian
GE-XC033,XC,Indian
GE-XC034,XC,Indian
GE-XC035,XC,Indian
GE-XC036,XC,Indian
GE-XC037,XC,Indian
GE-XC038,XC,Indian
GE-XC039,XC,Indian
GE-XC040,XC,Indian
GE-XC041,XC,Indian
GE-XC042,XC,Indian
GE-XC043,XC,Indian
GE-XC044,XC,Indian
GE-XC045,XC,Indian
GE-XC046,XC,Indian
GE-XC047,XC,Indian
GE-XC048,XC,Indian
GE-XC049,XC,Indian
GE-XC050,XC,Indian
GE-XC051,XC,Indian
GE-XC052,XC,Indian
GE-XC053,XC,Indian
GE-XC054,XC,Indian
GE-XC055,XC,Indian
GE-XC056,XC,Indian
GE-XC057,XC,Indian
GE-XC058,XC,Indian
GE-XC059,XC,Indian
GE-XC060,XC,Indian
GE-XC061,XC,Indian
GE-XC062,XC,Indian
GE-XC063,XC,Indian
GE-XC064,XC,Indian
GE-XC065,XC,Indian
GE-XC066,XC,Indian
GE-XC067,XC,Indian
GE-XC068,XC,Indian
GE-XC069,XC,Indian
GE-XC070,XC,Indian
GE-XC071,XC,Indian
GE-XC072,XC,Indian
GE-XC073,XC,Indian
GE-XC074,XC,Indian
GE-XC075,XC,Indian
GE-XC076,XC,Indian
GE-XC077,XC,Indian
GE-XC078,XC,Indian
GE-XC079,XC,Indian
